Epoch,Loss
1,1.8222724489676647
2,1.2600053120882084
3,1.1398690165617527
4,1.0489460475933858
5,0.9763251405495864
6,1.2759479724443876
7,1.0624624305810684
8,0.9678277325935852
9,0.8969112874605717
10,0.8423821580715668
11,1.0208950771735266
12,0.8740040216690454
13,0.8029466019226954
14,0.754673554499944
15,0.7042862087488174
16,0.8327926868047469
17,0.728823522115365
18,0.6735953201086093
19,0.6327489315699308
20,0.5983390028660114
21,0.713572329053512
22,0.6187094042698542
23,0.5698949404251881
24,0.5346746759536939
25,0.5066332755944668
26,0.6202249989295617
27,0.5320293927804017
28,0.4852174398990778
29,0.4589893257388702
30,0.43019603464083794
31,0.5408428493982707
32,0.4527976408218726
33,0.41073580510341207
34,0.38922666555795915
35,0.3730033245988381
36,0.46751483033100766
37,0.3858107778506401
38,0.34930075582785486
39,0.33122954399157795
40,0.31950587557676513
41,0.4052072585775302
42,0.326631469757129
43,0.3004164707393218
44,0.28583283653626074
45,0.2707887529753722
46,0.35709423980651755
47,0.2857796482359752
48,0.2624968638213781
49,0.24723984385148073
50,0.23037150313074772
51,0.31265559051281366
52,0.23647324735155473
53,0.2249357955578046
54,0.2132046178651926
55,0.1974826867477252
56,0.26568448356328866
57,0.20705373879426564
58,0.19062796482482017
59,0.17575219753078924
60,0.16961305911342303
61,0.2415771493735986
62,0.17979788318849527
63,0.16597833908521212
64,0.15515494596881743
65,0.15236523791383474
66,0.21567735960468268
67,0.1589565964941031
68,0.14727962390543559
69,0.13568029277599775
70,0.12926028142086207
71,0.18566488879613388
72,0.12672902779319348
73,0.12102958959264633
74,0.11683649778461609
75,0.11311832805856681
76,0.16837309674383738
77,0.12133875901882465
78,0.105652675514993
79,0.10646807213719839
80,0.10332300843527684
81,0.15453635671964058
82,0.10704309697716664
83,0.10518715219237866
84,0.0983738039739621
85,0.09643592930948124
86,0.13987365514995195
87,0.09757298533446514
88,0.09281874703100094
89,0.09160759641956061
90,0.0853375021678706
91,0.13244335981897817
92,0.08806357972371655
93,0.08435394932300999
94,0.08538455350611072
95,0.07624286557428347
96,0.11732010345141856
97,0.08343445150993574
98,0.08605419469471925
99,0.07136358114031072
100,0.07979253981596766
101,0.10792551297121324
102,0.0746921344469182
103,0.06988806172680014
104,0.07094153775475347
105,0.0708761974166219
106,0.10462817675792253
107,0.06853515080247934
108,0.06878863158993996
109,0.0602072145539121
110,0.06323639214134369
111,0.11283784204950699
112,0.06678910058182784
113,0.07013994427875449
114,0.06688416598675152
115,0.06014531277573835
116,0.09487961286392349
117,0.06181576794777543
118,0.05999572545421333
119,0.06317779785380341
120,0.05921860918736993
121,0.08940255727189092
122,0.06071206904613437
123,0.05795537251680612
124,0.059512280508016165
125,0.05316554536231053
126,0.08714852623689251
127,0.059127769449677986
128,0.052970096609817864
129,0.05491148725343056
130,0.05059582865319382
131,0.08337261704011606
132,0.053188325024138276
133,0.05671273775291271
134,0.05085058461767263
135,0.05156535254433178
136,0.08174745676895746
137,0.04971900756518619
138,0.05434410391996304
139,0.05261586898197539
140,0.05089081826392943
141,0.07550903813292582
142,0.0450955912626038
143,0.052547276929283564
144,0.051153103089055574
145,0.04687588318274953
146,0.07362726659108049
147,0.047696984947348635
148,0.05292848537270075
149,0.04584849117598377
150,0.04826514776796102
151,0.0670497073744161
152,0.0463627291443304
153,0.05184749932243274
154,0.04305564664686338
155,0.047142494024517825
156,0.07299172786327127
157,0.043176538098412445
158,0.047188985783559005
159,0.046527793993934606
160,0.04699542768156299
161,0.06819634727942638
162,0.04256969884467813
163,0.05306146713093114
164,0.04458479707977042
165,0.04096134788929843
166,0.06318458742462099
167,0.04448539532231501
168,0.05082933531703953
169,0.044849170613675736
170,0.04184206827239205
171,0.06538194420819099
172,0.04036987503298009
173,0.04104893306831423
174,0.04594806831521101
175,0.04290288800182633
176,0.06582906801635638
177,0.03911220448760268
178,0.035108303987325576
179,0.04008040055692291
180,0.0424058081701589
181,0.059559903578617825
182,0.040984562484738536
183,0.042517961450637534
184,0.040868770906653924
185,0.041689520993699825
186,0.06166175663686142
187,0.04259228498245088
188,0.04508389664443735
189,0.041088728232977864
190,0.04453414473802042
191,0.05386221981070076
192,0.03800506257834152
193,0.042105633718892935
194,0.040442509493695045
195,0.03909724467636969
196,0.05835436592714335
197,0.03918570984895222
198,0.03970448500297677
199,0.04445501925925223
200,0.038598555975999586
201,0.054373477798146316
202,0.03437927567447798
203,0.0366700039543689
204,0.048952281365218835
205,0.03752712256645258
206,0.051242300420283125
207,0.03727573212594367
208,0.04127632057031569
209,0.041314762369848976
210,0.03596573053077102
211,0.05798996592250963
212,0.04259899041066185
213,0.0387037401421903
214,0.03429385227007935
215,0.03662330865657005
216,0.05685203185973641
217,0.03506621461606417
218,0.03905901194293386
219,0.03335942599701528
220,0.04406222009326881
221,0.05678135814527289
222,0.0336159422289198
223,0.03816640541458932
224,0.0337783022168785
225,0.038985693607276356
226,0.051242755013159835
227,0.03373676906518925
228,0.034681805880376115
229,0.036521497999246304
230,0.03182640484629724
231,0.05233114767843523
232,0.04129298558393016
233,0.03325489811742535
234,0.02934640862334233
235,0.032486785924993454
236,0.05534095918126882
237,0.03948777775184657
238,0.033149977411047964
239,0.035535637428984045
240,0.035303575564653446
241,0.044390183879444614
242,0.035258741497109905
243,0.03548723052267749
244,0.038522064874772555
245,0.03592638863871495
246,0.043745039944919066
247,0.04111370420119224
248,0.033447530895519335
249,0.03874342602988084
250,0.035039226174688874
