Round,Accuracy
1,20.45
2,47.42
3,54.24
4,58.91
5,60.22
6,62.09
7,62.25
8,63.04
9,64.11
10,64.69
11,64.65
12,64.45
13,65.4
14,65.87
15,64.4
16,65.92
17,64.58
18,65.9
19,65.83
20,65.94
21,66.36
22,66.27
23,66.14
24,66.64
25,66.81
