Round,Accuracy
1,19.49
2,43.63
3,49.83
4,54.18
5,56.53
6,59.89
7,60.86
8,60.79
9,61.69
10,63.09
11,62.88
12,64.43
13,64.38
14,64.53
15,64.17
16,65.12
17,65.63
18,65.31
19,65.55
20,65.6
21,64.89
22,65.21
23,65.34
24,65.63
25,66.17
