Round,Accuracy
1,20.65
2,47.15
3,54.29
4,58.55
5,59.61
6,62.52
7,63.41
8,63.98
9,64.19
10,65.45
11,65.15
12,65.69
13,66.12
14,66.44
15,66.22
16,66.43
17,66.92
18,67.38
19,67.22
20,67.41
21,67.45
22,67.26
23,68.08
24,66.96
25,67.85
