Round,Accuracy
1,15.07
2,34.94
3,43.71
4,47.98
5,53.24
6,53.63
7,55.25
8,54.61
9,57.45
10,58.09
11,56.62
12,58.44
13,57.77
14,59.09
15,60.14
16,61.83
17,59.88
18,60.68
19,61.25
20,61.3
21,61.83
22,61.57
23,62.07
24,62.45
25,61.83
