Round,Accuracy
1,18.53
2,44.72
3,51.34
4,56.16
5,58.99
6,59.54
7,60.22
8,62.21
9,61.53
10,61.54
11,62.89
12,63.09
13,63.39
14,62.76
15,63.55
16,62.35
17,64.73
18,63.74
19,64.89
20,64.15
21,64.8
22,64.44
23,64.43
24,65.15
25,64.63
