Round,Accuracy
1,16.96
2,43.16
3,51.61
4,55.26
5,55.46
6,57.79
7,60.33
8,60.92
9,61.16
10,61.68
11,62.78
12,61.55
13,63.01
14,62.0
15,63.11
16,63.26
17,63.93
18,61.84
19,64.3
20,64.72
21,63.73
22,64.16
23,65.33
24,64.35
25,66.09
