Round,Accuracy
1,22.6
2,61.31
3,65.18
4,66.66
5,67.69
6,68.28
7,67.86
8,68.96
9,68.85
10,68.96
11,69.2
12,69.32
13,69.21
14,70.03
15,69.94
16,69.63
17,70.02
18,69.76
19,69.68
20,70.4
21,70.13
22,70.95
23,70.6
24,70.51
25,71.25
