Round,Accuracy
1,16.41
2,39.56
3,46.61
4,49.62
5,49.84
6,50.16
7,51.89
8,55.21
9,54.74
10,54.31
11,55.98
12,55.4
13,54.75
14,56.53
15,58.22
16,57.86
17,56.99
18,57.33
19,58.93
20,57.35
21,57.97
22,58.77
23,60.1
24,59.77
25,58.69
