Round,Accuracy
1,17.06
2,25.25
3,31.38
4,34.66
5,35.75
6,36.73
7,39.53
8,40.25
9,41.73
10,40.1
11,43.14
12,40.74
13,42.21
14,43.13
15,44.85
16,44.03
17,43.62
18,45.68
19,47.47
20,44.55
21,48.06
22,48.06
23,48.7
24,50.69
25,48.6
