Round,Accuracy
1,22.8
2,50.64
3,57.01
4,59.1
5,60.85
6,60.74
7,62.06
8,61.09
9,61.29
10,61.73
11,61.88
12,62.43
13,62.14
14,62.32
15,62.16
16,62.19
17,62.5
18,63.41
19,63.55
20,63.1
21,63.34
22,63.56
23,63.28
24,64.09
25,63.42
26,64.23
27,63.8
28,63.01
29,64.12
30,64.16
31,63.52
32,64.52
33,63.37
34,64.31
35,64.75
36,64.19
37,64.3
38,64.39
39,64.87
40,65.0
41,64.64
42,64.83
43,64.38
44,64.26
45,64.6
46,64.78
47,65.6
48,65.1
49,64.28
50,65.34
