Round,Average_Accuracy,Client1,Client2
1,34.31,30.8,37.82
2,35.585,32.550000000000004,38.62
3,36.620000000000005,34.02,39.22
4,35.045,32.86,37.230000000000004
5,34.38,31.89,36.870000000000005
6,35.25,32.25,38.25
7,35.895,34.92,36.870000000000005
8,35.775,35.22,36.33
9,34.72,35.32,34.12
10,35.815,36.26,35.370000000000005
11,34.815,35.29,34.339999999999996
12,35.675000000000004,35.260000000000005,36.09
13,34.705,35.47,33.94
14,35.695,35.480000000000004,35.91
15,34.839999999999996,35.449999999999996,34.23
16,35.37,35.91,34.83
17,36.31,36.93,35.69
18,34.88,36.870000000000005,32.89
19,34.870000000000005,34.35,35.39
20,35.614999999999995,37.41,33.82
21,36.595,35.13,38.06
22,37.655,36.83,38.48
23,35.995000000000005,34.67,37.32
24,35.8,33.0,38.6
25,35.92999999999999,34.839999999999996,37.019999999999996
26,37.995000000000005,37.730000000000004,38.26
27,37.56999999999999,36.26,38.879999999999995
28,37.81,35.870000000000005,39.75
29,36.825,36.84,36.809999999999995
30,38.114999999999995,36.8,39.43
31,37.144999999999996,37.37,36.919999999999995
32,37.685,37.019999999999996,38.35
33,37.4,37.01,37.79
34,36.974999999999994,34.55,39.4
35,36.63,35.63,37.63
36,37.239999999999995,36.46,38.019999999999996
37,36.815,36.51,37.12
38,36.83,35.370000000000005,38.29
39,36.209999999999994,36.059999999999995,36.36
40,37.325,35.99,38.66
41,37.55500000000001,37.28,37.830000000000005
42,37.605000000000004,35.620000000000005,39.589999999999996
43,37.785,37.85,37.72
44,37.215,36.13,38.3
45,38.355000000000004,37.46,39.25
46,38.525000000000006,37.830000000000005,39.22
47,38.465,36.75,40.18
48,38.56,37.96,39.160000000000004
49,37.67,36.51,38.83
50,37.7,38.1,37.3
