Round,Accuracy
1,17.42
2,44.75
3,53.48
4,57.98
5,61.34
6,61.6
7,62.78
8,63.81
9,63.71
10,64.17
11,65.38
12,64.82
13,65.61
14,65.76
15,66.17
16,65.78
17,66.64
18,66.43
19,67.02
20,66.49
21,66.65
22,67.38
23,68.52
24,67.47
25,68.06
