Round,Average_Accuracy,Client1,Client2
1,45.535,44.4,46.67
2,48.675,47.23,50.12
3,52.61,50.68,54.54
4,52.795,51.33,54.26
5,53.875,53.68000000000001,54.06999999999999
6,53.945,52.04,55.85
7,54.10000000000001,53.28000000000001,54.92
8,54.64,52.39,56.88999999999999
9,54.05,52.64,55.46
10,54.394999999999996,52.55,56.24
11,55.125,54.66,55.589999999999996
12,55.655,55.25,56.06
13,55.39,53.89000000000001,56.88999999999999
14,55.660000000000004,54.300000000000004,57.02
15,56.295,54.86,57.730000000000004
16,55.035,53.5,56.57
17,56.650000000000006,55.25,58.050000000000004
18,56.315000000000005,55.31,57.32000000000001
19,55.945,54.15,57.74
20,56.599999999999994,55.05,58.15
21,56.3,54.81,57.79
22,56.989999999999995,55.47,58.51
23,56.3,54.37,58.230000000000004
24,57.230000000000004,55.94,58.52
25,56.83,54.690000000000005,58.97
26,57.515,56.169999999999995,58.86
27,57.37500000000001,56.21000000000001,58.540000000000006
28,57.67,56.589999999999996,58.75
29,57.525000000000006,56.53,58.52
30,56.94,55.78999999999999,58.089999999999996
31,57.125,56.04,58.209999999999994
32,57.290000000000006,55.86,58.720000000000006
33,57.120000000000005,56.21000000000001,58.03
34,57.31999999999999,55.94,58.699999999999996
35,58.105000000000004,56.769999999999996,59.440000000000005
36,57.695,57.05,58.34
37,57.545,56.92,58.17
38,57.760000000000005,56.10000000000001,59.419999999999995
39,58.345,57.330000000000005,59.36
40,57.86,56.64,59.08
41,58.545,57.29,59.8
42,57.474999999999994,56.54,58.41
43,58.265,57.46,59.07
44,57.3,56.11000000000001,58.489999999999995
45,57.415000000000006,56.21000000000001,58.620000000000005
46,58.019999999999996,57.02,59.019999999999996
47,57.54,57.29,57.79
48,58.5,57.18,59.81999999999999
49,57.99499999999999,56.38999999999999,59.599999999999994
50,58.25,56.99999999999999,59.5
