Round,Accuracy
1,10.39
2,30.1
3,37.92
4,42.62
5,45.63
6,45.9
7,48.07
8,48.25
9,48.94
10,50.13
11,50.46
12,52.87
13,54.65
14,53.11
15,54.14
16,54.49
17,55.27
18,54.95
19,55.05
20,55.78
21,56.12
22,55.77
23,55.31
24,56.74
25,57.18
