Round,Accuracy
1,15.64
2,39.17
3,41.62
4,45.91
5,50.23
6,52.79
7,53.18
8,55.96
9,56.64
10,58.22
11,58.03
12,58.87
13,58.96
14,58.56
15,60.72
16,60.98
17,59.9
18,60.53
19,62.53
20,61.04
21,62.64
22,62.3
23,62.68
24,63.08
25,64.41
