Round,Accuracy
1,10.81
2,22.76
3,29.46
4,32.19
5,38.42
6,41.04
7,44.92
8,43.67
9,46.58
10,48.34
11,48.6
12,51.54
13,51.44
14,51.47
15,49.2
16,49.54
17,53.19
18,55.08
19,52.03
20,53.98
21,53.42
22,51.92
23,49.57
24,54.93
25,51.69
