Round,Accuracy
1,17.77
2,26.82
3,34.21
4,37.95
5,42.9
6,38.41
7,42.53
8,39.99
9,38.6
10,42.6
11,45.68
12,43.29
13,42.72
14,43.78
15,45.98
16,44.68
17,46.13
18,41.03
19,46.9
20,48.84
21,48.13
22,47.81
23,46.87
24,49.45
25,48.42
26,48.04
27,49.23
28,49.93
29,48.7
30,51.69
31,48.47
32,52.05
33,51.1
34,50.09
35,51.82
36,50.94
37,49.4
38,46.37
39,52.23
40,52.89
41,52.97
42,53.65
43,54.36
44,48.6
45,50.03
46,51.17
47,53.14
48,54.05
49,53.08
50,54.1
