Round,Accuracy
1,17.89
2,45.92
3,50.88
4,52.52
5,52.58
6,54.99
7,55.49
8,58.86
9,58.84
10,58.52
11,57.94
12,58.45
13,59.6
14,58.57
15,60.13
16,60.63
17,60.88
18,62.24
19,61.62
20,61.4
21,61.99
22,63.4
23,63.81
24,63.35
25,63.77
