Round,Accuracy
1,18.08
2,61.81
3,65.87
4,66.83
5,67.94
6,67.69
7,68.54
8,68.53
9,68.87
10,68.24
11,69.93
12,70.15
13,70.11
14,70.32
15,71.17
16,70.34
17,70.16
18,71.01
19,70.7
20,70.41
21,70.27
22,71.04
23,70.95
24,71.32
25,71.05
