Round,Accuracy
1,18.63
2,53.09
3,58.74
4,61.17
5,61.22
6,61.54
7,63.69
8,63.75
9,63.95
10,64.77
11,64.29
12,64.3
13,65.55
14,65.7
15,65.98
16,66.92
17,65.81
18,66.93
19,66.01
20,66.49
21,66.23
22,66.88
23,65.98
24,67.26
25,66.6
