Round,Accuracy
1,17.15
2,28.78
3,31.93
4,38.64
5,38.38
6,40.25
7,40.85
8,41.98
9,40.3
10,41.43
11,42.89
12,44.36
13,45.95
14,46.41
15,45.62
16,45.11
17,46.99
18,47.58
19,46.8
20,49.16
21,47.6
22,49.21
23,49.34
24,52.31
25,50.63
