iteration,loss
0,2.3014895915985107
100,1.9205766320228577
195,1.7680602669715881
295,1.5303423404693604
390,1.5095341205596924
490,1.4178857207298279
585,1.3461488485336304
685,1.3985862135887146
780,1.229536235332489
880,1.3331170678138733
975,2.2866748571395874
1075,1.6121522188186646
1170,1.3402337431907654
1270,1.647483766078949
1365,1.3862677216529846
1465,1.180810809135437
1560,1.2571499943733215
1660,1.3255112171173096
1755,1.2765543460845947
1855,1.3562637567520142
1950,0.9509239494800568
2050,1.318876564502716
2145,1.128135085105896
2245,1.1321992874145508
2340,0.9975012242794037
2440,1.2445465326309204
2535,0.9533166289329529
2635,1.1106367707252502
2730,0.877082884311676
2830,1.153605878353119
2925,0.895493894815445
3025,0.9537605047225952
3120,0.824468195438385
3220,0.9055691361427307
3315,0.9571838080883026
3415,1.0090356469154358
3510,0.6618536114692688
3610,0.6974389851093292
3705,0.6608853340148926
3805,0.783406525850296
3900,0.6603328585624695
4000,0.8258834481239319
4095,0.733139842748642
4195,0.824183315038681
4290,0.5310469567775726
4390,0.8064084351062775
4485,0.7635036706924438
4585,0.8484291434288025
4680,0.5461705029010773
4780,0.7225223779678345
4875,0.5158215463161469
4975,0.554407387971878
5070,0.4949883371591568
5170,0.6417964398860931
5265,0.44942159950733185
5365,0.6101597547531128
5460,0.4219394028186798
5560,0.4467599242925644
5655,0.4377652704715729
5755,0.45348937809467316
5850,0.39048628509044647
5950,0.4674399495124817
6045,0.38091906905174255
6145,0.45277804136276245
6240,0.3297649621963501
6340,0.4183625727891922
6435,0.32675227522850037
6535,0.3821483254432678
6630,0.28495171666145325
6730,0.2796943187713623
6825,0.174591563642025
6925,0.3664010465145111
7020,0.30346639454364777
7120,0.3919529914855957
7215,0.3152606934309006
7315,0.3213743567466736
7410,0.21582793444395065
7510,0.3692578971385956
7605,0.2731398344039917
7705,0.20438075065612793
7800,0.13424597308039665
7900,0.18435011059045792
7995,0.16620031744241714
8095,0.2730783447623253
8190,0.19074267894029617
8290,0.32845667004585266
8385,0.12599385157227516
8485,0.1753113567829132
8580,0.1353469043970108
8680,0.31301018595695496
8775,0.11739106476306915
8875,0.16337578743696213
8970,0.1664530262351036
9070,0.14192990958690643
9165,0.15422505140304565
9265,0.1949479728937149
9360,0.16561998799443245
9460,0.23720835149288177
9555,0.11871253326535225
9655,0.24693860858678818
9750,0.09023978188633919
9850,0.251873642206192
9945,0.07998091727495193
10045,0.23317600041627884
10140,0.10825901105999947
10240,0.3000720292329788
10335,0.14200984314084053
10435,0.2046443298459053
10530,0.08418977446854115
10630,0.17570555955171585
10725,0.07926362380385399
10825,0.20203031599521637
10920,0.10948154702782631
11020,0.09901724755764008
11115,0.11536508053541183
11215,0.20010444521903992
11310,0.03588293679058552
11410,0.18639697134494781
11505,0.09967398270964622
11605,0.11946787685155869
11700,0.032890092581510544
11800,0.1358751505613327
11895,0.09485550969839096
11995,0.2854372262954712
12090,0.0815485268831253
12190,0.09479030221700668
12285,0.08309733495116234
12385,0.12476478144526482
12480,0.06764611229300499
12580,0.06757215410470963
12675,0.034657872281968594
12775,0.14857110381126404
12870,0.08106803148984909
12970,0.1317187249660492
13065,0.13123071566224098
13165,0.09016012959182262
13260,0.16929975897073746
13360,0.04995444416999817
13455,0.06345109641551971
13555,0.0708925612270832
13650,0.025807910598814487
13750,0.13242797926068306
13845,0.0773969478905201
13945,0.07577067986130714
14040,0.03398563526570797
14140,0.0666184313595295
14235,0.062497520819306374
14335,0.12033375725150108
14430,0.07341385446488857
14530,0.06345422565937042
14625,0.022846742533147335
14725,0.05943197011947632
14820,0.0567452609539032
14920,0.06979606300592422
15015,0.056371208280324936
15115,0.115770123898983
15210,0.06155781447887421
15310,0.1197657510638237
15405,0.10256429761648178
15505,0.040384226478636265
15600,0.018331337720155716
15700,0.06036488153040409
15795,0.03121347166597843
15895,0.19632785022258759
15990,0.04252562113106251
16090,0.0708469357341528
16185,0.019681985024362803
16285,0.0774705708026886
16380,0.027253746055066586
16480,0.09716403670608997
16575,0.037889895029366016
16675,0.09527770429849625
16770,0.15533936768770218
16870,0.04141091927886009
16965,0.023208219558000565
17065,0.07323598302900791
17160,0.036019423976540565
17260,0.04658629186451435
17355,0.05462650582194328
17455,0.07791870459914207
17550,0.05450626276433468
17650,0.07051680609583855
17745,0.04559542518109083
17845,0.10811100900173187
17940,0.03540478996001184
18040,0.06226689741015434
18135,0.05912617780268192
18235,0.06861472316086292
18330,0.03903395775705576
18430,0.07931418716907501
18525,0.049830036237835884
18625,0.05915648676455021
18720,0.04592356411740184
18820,0.03529127407819033
18915,0.032508408185094595
19015,0.11860537528991699
19110,0.04501561168581247
19210,0.04498462565243244
19305,0.053668249398469925
19405,0.04199385456740856
19500,0.02063345443457365
19600,0.057807767763733864
19695,0.07302876003086567
19795,0.08635441586375237
19890,0.051347995176911354
19990,0.0180657091550529
20085,0.041494784876704216
20185,0.01928754337131977
20280,0.0700676366686821
20380,0.04208253510296345
20475,0.010227046441286802
20575,0.05508800409734249
20670,0.036672210320830345
20770,0.04012184264138341
20865,0.025253253057599068
20965,0.021429310087114573
21060,0.031358812004327774
21160,0.061016413383185863
21255,0.01485427631996572
21355,0.04786201938986778
21450,0.04805662017315626
21550,0.11821949481964111
21645,0.10273957438766956
21745,0.048689670860767365
21840,0.025863281451165676
21940,0.036433206871151924
22035,0.06137713510543108
22135,0.04522181488573551
22230,0.05317372642457485
22330,0.013871286995708942
22425,0.06785242818295956
22525,0.06775704026222229
22620,0.03520497214049101
22720,0.07982069998979568
22815,0.04907878302037716
22915,0.04888870753347874
23010,0.018275834619998932
23110,0.05673868767917156
23205,0.05787954665720463
23305,0.04591502621769905
23400,0.009146885946393013
23500,0.058657512068748474
23595,0.05119110271334648
23695,0.023911073803901672
23790,0.05533503368496895
23890,0.024083277210593224
23985,0.07484658248722553
24085,0.03468380030244589
24180,0.06781149096786976
24280,0.04359907191246748
24375,0.013297980185598135
24475,0.03243805933743715
24570,0.03966311737895012
24670,0.08314200770109892
24765,0.02228723932057619
24865,0.04754766635596752
24960,0.11997242644429207
25060,0.01726716896519065
25155,0.03820173256099224
25255,0.03008864913135767
25350,0.032158819027245045
25450,0.057520441710948944
25545,0.016817353665828705
25645,0.02704685553908348
25740,0.04886328615248203
25840,0.016280661802738905
25935,0.0518307164311409
26035,0.028584271669387817
26130,0.011639616917818785
26230,0.04456400405615568
26325,0.027182935271412134
26425,0.03281790018081665
26520,0.03250678442418575
26620,0.009235878940671682
26715,0.04363617114722729
26815,0.010404953267425299
26910,0.055670592933893204
27010,0.022893410176038742
27105,0.06182430870831013
27205,0.04409043677151203
27300,0.027101059444248676
27400,0.05834641121327877
27495,0.04468726273626089
27595,0.059734053909778595
27690,0.07115179672837257
27790,0.020222574472427368
27885,0.033647216856479645
27985,0.025563737843185663
28080,0.020770122529938817
28180,0.023070367984473705
28275,0.0037847954081371427
28375,0.044355085119605064
28470,0.028352806344628334
28570,0.013709153980016708
28665,0.027559402165934443
28765,0.02677728794515133
28860,0.04050516337156296
28960,0.013693402986973524
29055,0.09129754826426506
29155,0.07374332752078772
29250,0.0015613489667885005
29350,0.050092415884137154
29445,0.016379083041101694
29545,0.023775691632181406
29640,0.02605882752686739
29740,0.055363379418849945
29835,0.04021749785169959
29935,0.04237934062257409
30030,0.013797331135720015
30130,0.047267764806747437
30225,0.017028469126671553
30325,0.0207585827447474
30420,0.057313097640872
30520,0.03390323184430599
30615,0.05097051337361336
30715,0.030067620798945427
30810,0.02347322180867195
30910,0.08668002486228943
31005,0.04739551432430744
31105,0.05284256115555763
31200,0.022566912230104208
31300,0.043466465547680855
31395,0.03279965743422508
31495,0.011216998798772693
31590,0.056929515674710274
