Epoch,Loss,Proto Loss,Total Loss
1,1.919827847297375,1.6990483196969268,1.6993868428038101
2,1.5039106677740048,1.1278842871005719,1.1308924801838705
3,1.2150067401237976,0.8750893427775457,0.8791683273437696
4,0.9619624521487798,0.772027142231281,0.7750661282967298
5,0.8028015873371026,0.7063291389972736,0.7082586023287896
6,1.0440023437524453,1.0025226895625774,1.0035182136755723
7,0.8139427692462237,0.7767043720453214,0.777747052296614
8,0.7171280279373511,0.6907422521939645,0.6915865941689565
9,0.6520798489069327,0.6313187260658313,0.6320661182586963
10,0.5954627048510771,0.5797517288189667,0.5803801559484922
11,0.8251662757152166,0.8141191345758927,0.8146051856187674
12,0.6390457787574866,0.626123168453192,0.626743467266743
13,0.5713467251031826,0.5618642582343175,0.5623573549282856
14,0.519097830546208,0.5098697398335506,0.510386515275026
15,0.48308911208923044,0.47588280401168725,0.47631518080448493
16,0.6981558811970247,0.6946035838279969,0.6948309276348505
17,0.5274442441570453,0.5204068166705278,0.5208853539365988
18,0.46945027709007264,0.4628459583872404,0.4633214567716305
19,0.4287352599776708,0.42278612152888223,0.4232382662785359
20,0.400524114492612,0.3950187012935296,0.39545913946170075
21,0.5702073324185152,0.5676481465498606,0.5678631223929234
22,0.4304944627178021,0.42465803286968135,0.42517163910162753
23,0.38151824860236583,0.37578813147086365,0.3763152994024448
24,0.34855903293459845,0.3441486738813229,0.3445720638029086
25,0.3279065066805253,0.32345325958270293,0.3238985770023786
26,0.5017211706210405,0.5003281964323459,0.5004730796202636
27,0.35133530077261804,0.3466231258633809,0.34713204747591264
28,0.31260431540700107,0.3086690195477926,0.3091097778043686
29,0.2894107681245376,0.28601767748403245,0.28641127562866764
30,0.2715871259952203,0.2678755352034783,0.26832092367112637
31,0.4635916218543664,0.46083276470502216,0.46117485742538405
32,0.3022160684451079,0.29796652876031704,0.29851046584737606
33,0.26638988071145153,0.2630547680533849,0.26349499506446034
34,0.24817674500055803,0.24471529525442,0.24518605900498536
35,0.22602540424618967,0.22264002257814774,0.22311397889294685
36,0.41817189626968826,0.4160951380737317,0.41639419045203774
37,0.2572562218667605,0.2525322341670593,0.2532313844141288
38,0.21593440633553726,0.21341282363312367,0.21379610135769234
39,0.19533504551419845,0.1926673591041412,0.1930835149800166
40,0.1864508340278497,0.183982179648219,0.18437715867199958
41,0.34785884578640647,0.34658683618673913,0.3467954564362
42,0.20375830710698398,0.19996143312981496,0.20059931059487354
43,0.18246204373546135,0.17956225708700144,0.18006102372056398
44,0.1635464970404521,0.1612478106831893,0.16165237949253658
45,0.16100025829405357,0.1589672510440533,0.15933319284365727
46,0.4078408956909791,0.4062545480445409,0.4065464312067399
