Epoch,Loss,Proto Loss,Total Loss
1,2.0963487600668884,1.976922137655686,1.977114986557471
2,1.802369678326142,1.7341741702495477,1.7347197068043245
3,1.6325988057332161,1.5603739258570548,1.5612405831997211
4,1.4980453255849007,1.45396026464609,1.454665667582781
5,1.401880441262172,1.3713932697589581,1.3720030405582526
6,1.591165990401537,1.5753122296088782,1.5756927371025085
7,1.3883283456166586,1.3644574978412727,1.3651258872105525
8,1.2810145284885015,1.261207595696816,1.26184141207964
9,1.1996166618970725,1.1835258814004752,1.184105130036672
10,1.1385911437181326,1.1229213823110629,1.1235481473115774
11,1.1514987346453545,1.1369532658503605,1.1375932291532174
12,1.0578877342052948,1.043665624734683,1.0443483098959312
13,0.9925131403482877,0.9782006908685733,0.9789449529770093
14,0.9324793907312247,0.9203299293151268,0.9210103067067953
15,0.8819319827434344,0.8705289432635674,0.8712131241957347
16,0.9056319913803003,0.8926360929623628,0.8934678250398391
17,0.8502808881111634,0.8385578539126959,0.8393550076545813
18,0.8034955443480076,0.7916979916584798,0.7925473917753268
19,0.7605385579359837,0.7469913192284413,0.7480209252009025
20,0.7260534229951027,0.712996098628411,0.7140406957039467
21,0.7555196645932319,0.7420172672241162,0.7431514747631855
22,0.6921878339388432,0.6812328101732792,0.6821968510364875
23,0.6610226576144879,0.6503932805397572,0.6513711777253028
24,0.6225465708818191,0.6132331082454094,0.6141271895323044
25,0.5976935847447469,0.5886928109022287,0.5895928752727998
26,0.6206419892035998,0.6100367273275669,0.6111396920986665
27,0.5721418318840173,0.5627919095448959,0.5638017143958655
28,0.5377024423617583,0.5287228196859359,0.5297285455923814
29,0.524940349581914,0.5164331340636963,0.5174199701883854
30,0.4909554826907622,0.4829137249634816,0.48387873317950814
31,0.5253047266067603,0.5152498020575597,0.5164966052923448
32,0.4694090163096403,0.4602496006549933,0.4614219997555782
33,0.4448233430202191,0.43656680423479816,0.43765665415005806
34,0.422857261238954,0.41472491037387116,0.415830919948908
35,0.4099344627215312,0.4013996796348156,0.4025945552648642
36,0.43226991578554497,0.4229120427217239,0.4242595761250227
37,0.3927021621893614,0.3835651241433926,0.38491740574439365
38,0.37610862606611006,0.36881782565361415,0.36992602317761153
39,0.3544298126911506,0.34650383045276006,0.34774027909988015
40,0.3316763610411913,0.32529252209724524,0.3263139261267124
41,0.3611759744011439,0.35362585809750435,0.3548640876244276
42,0.3212924278126313,0.31403855305069533,0.31525720852689865
43,0.30345379557365026,0.29703692106100227,0.2981406285594671
44,0.2908267500499884,0.28489563434551923,0.2859395110836396
45,0.28545760942193177,0.2777349130847515,0.2791249989699095
46,0.30801788228444565,0.3013113353879024,0.3025453357742383
47,0.26061284962372905,0.2558419703482053,0.256738886791162
48,0.2506156216065089,0.2457275742521653,0.24666608690451353
49,0.2422672478816448,0.2362777867187292,0.2374517249373289
50,0.2282762720798835,0.22324044012870545,0.22424761102749752
51,0.2604809612799913,0.25426420252292586,0.25553242082779226
52,0.21811133988010578,0.2139966654471862,0.21485251853099235
53,0.22027037185736192,0.21474955863295458,0.21591996730138094
54,0.20388750368968034,0.19956193306507208,0.20049625374376773
55,0.19045791418697589,0.18660758729928578,0.18745465389428995
56,0.2124919342306944,0.207144318234462,0.20834219014415375
57,0.1933451982549368,0.1890171655286581,0.19000395947159865
58,0.18137287352329645,0.17741034134076192,0.17832964872702575
59,0.173237439025289,0.16893725670300996,0.16995209998045213
60,0.1630984113097955,0.15966147306637887,0.160486335775409
61,0.18792267825741035,0.18307846845724643,0.18426045284439355
62,0.1606036763638258,0.15670391943974374,0.1576710544526577
63,0.1615438956958361,0.15756444186927415,0.15856726882167352
64,0.14903631935325953,0.14549910623866777,0.14640463748230384
65,0.14559980692962807,0.14259045291214417,0.14337288493720385
66,0.1598362959157198,0.15609761853821766,0.15708462931215764
67,0.14276614623765152,0.13848731739398762,0.13963404355140832
68,0.1348152929200576,0.13098413821023244,0.13202621215620103
69,0.12418054796946354,0.12106081664753265,0.12192185862133136
70,0.13554562820742527,0.13210857350092667,0.13307095286078177
71,0.14623041818730342,0.14278752031043554,0.14376530759991743
72,0.12008821659076672,0.11736735575951827,0.11815096358171641
73,0.12141490301165062,0.11840671526793486,0.11928510591387749
74,0.11519245661030977,0.11257354718847917,0.11334874453261877
75,0.11721895917868003,0.11407191879951802,0.11501603095004191
76,0.12623641013812562,0.12271228619875052,0.1237836158189636
77,0.11611052208986038,0.11310443556270539,0.11403030704420347
78,0.10991774713859344,0.10729169490723274,0.10811102642940405
79,0.10544194164566505,0.10263427063727226,0.10352149808253998
80,0.10965424479009249,0.10695409142436126,0.10781814035696861
81,0.11009013209109887,0.10708192519557018,0.10805658422506008
82,0.10491932579435599,0.10221606358312643,0.10310273336676451
83,0.09589030974281904,0.09367208459342902,0.09440853248995085
84,0.10246092212171509,0.09941272183010975,0.10043691409847293
85,0.08745750661652822,0.0857213828426141,0.08631166757012788
86,0.1129499879785073,0.10994800265209798,0.11098068876621815
87,0.09501937197473569,0.0929485604358025,0.0936692031721274
88,0.08747424736427956,0.08525187819002149,0.08603415224605646
89,0.09002774257499438,0.0878871174624715,0.08864918012792865
90,0.0866205040890819,0.08478429046674417,0.08544532709205761
91,0.0918182750351918,0.08914049779041074,0.09011520599612059
92,0.08087430444474404,0.07897736803174783,0.07967544307406896
93,0.08892023600399113,0.08659092413070492,0.08745743061583011
94,0.08368218160497072,0.08153502997488547,0.08234235891738
95,0.08152818913117815,0.07971891263404336,0.0804064378190117
96,0.0871734135521528,0.08492348643067556,0.08578745868439093
97,0.0835767497201092,0.08150071969303566,0.08230621927799896
98,0.07761249927182992,0.07548980284959841,0.0763218977321417
99,0.07674382517400842,0.07476894791978292,0.07555099703276004
100,0.0714992208000368,0.07004869468510151,0.07062890713509076
101,0.08610071869901358,0.0841303280602472,0.08492636868300346
102,0.07130986594069653,0.06983843272766815,0.07043877753118674
103,0.07085127590271907,0.06931970145983192,0.06995071003404565
104,0.07112438458806047,0.06943968006242544,0.07014051721168635
105,0.0734798453700466,0.07168314510072844,0.07243775692529594
106,0.08583259074232326,0.0834132951636536,0.08443907388151647
107,0.06601345528108188,0.06448075184479164,0.0651367508698828
108,0.07175809654813164,0.07005354328415332,0.07078991226422099
109,0.07729992378168764,0.07516850748171026,0.07609780495269941
110,0.0680189404445581,0.06632218422033848,0.06706875718843479
111,0.0687670543574943,0.06708338105191405,0.06783093189916167
112,0.0779754559485576,0.07620094511657953,0.07699592590140991
113,0.06523301527262307,0.0636236560710061,0.06435108447256378
114,0.0679969721664794,0.06667199613502583,0.06727618727928553
115,0.0634581786317703,0.06182613280267479,0.06257687601475762
116,0.06867155646188901,0.06662204034674243,0.06757301583838386
117,0.06868313389997452,0.06708559794112658,0.06783324454743893
118,0.06197552061400925,0.06069707927437356,0.06130050333121266
119,0.06694086107234351,0.06516292761199367,0.06600922399128858
120,0.06741236639567293,0.06592580843478059,0.06663935445487881
121,0.06340917987175859,0.06172103262387025,0.06253809407353401
122,0.07195651970015696,0.06989887681646416,0.07090300878342719
123,0.06079984643281652,0.059404232586996675,0.06009087649962077
