iteration,loss
0,2.359088182449341
100,1.712893009185791
195,1.3937695622444153
295,1.2775949239730835
390,1.1632431745529175
490,1.2248713970184326
585,1.0744692087173462
685,1.0614495873451233
780,1.0827003717422485
880,1.0897480249404907
975,0.9852441549301147
1075,0.994610607624054
1170,0.745258629322052
1270,0.979396253824234
1365,0.859448254108429
1465,0.8194700479507446
1560,0.8338356018066406
1660,0.8537112772464752
1755,0.7559316158294678
1855,0.6736176311969757
1950,2.9833426475524902
2050,1.4069373607635498
2145,1.1523135304450989
2245,1.129254400730133
2340,0.919111579656601
2440,1.0854257941246033
2535,0.9768264889717102
2635,0.9778948426246643
2730,0.8383657038211823
2830,0.8633382022380829
2925,0.8812878727912903
3025,1.043165385723114
3120,0.7590632140636444
3220,0.8986294269561768
3315,0.7043680250644684
3415,0.8625344932079315
3510,0.7554943263530731
3610,0.7735373377799988
3705,0.6280550360679626
3805,0.7760355770587921
3900,1.3149484992027283
4000,0.9644881784915924
4095,0.7574276626110077
4195,0.8895229399204254
4290,0.6770617663860321
4390,0.8776074051856995
4485,0.7545075118541718
4585,0.7223310172557831
4680,0.6010076105594635
4780,0.894032895565033
4875,0.5839425325393677
4975,0.608755886554718
5070,0.4782364219427109
5170,0.5778681933879852
5265,0.5006193518638611
5365,0.6274901330471039
5460,0.4264474958181381
5560,0.6276732981204987
5655,0.44194069504737854
5755,0.515886053442955
5850,0.8740518689155579
5950,0.7135487198829651
6045,0.7325925230979919
6145,0.5866003036499023
6240,0.5657354891300201
6340,0.5377454459667206
6435,0.4681061953306198
6535,0.5307881534099579
6630,0.47014737129211426
6730,0.4908606857061386
6825,0.34885430335998535
6925,0.4381752014160156
7020,0.3739001303911209
7120,0.481578528881073
7215,0.37132030725479126
7315,0.4478554129600525
7410,0.35446684062480927
7510,0.35888898372650146
7605,0.3521392494440079
7705,0.29632484912872314
7800,0.4962276518344879
7900,0.49648068845272064
7995,0.38521794974803925
8095,0.3714325726032257
8190,0.22342044115066528
8290,0.4506145864725113
8385,0.2889142632484436
8485,0.34344564378261566
8580,0.25194190442562103
8680,0.367357537150383
8775,0.3558937609195709
8875,0.29383280873298645
8970,0.18346839398145676
9070,0.34722329676151276
9165,0.21920304000377655
9265,0.38357341289520264
9360,0.204233318567276
9460,0.1952790841460228
9555,0.2821534126996994
9655,0.24498431384563446
9750,0.4423350989818573
9850,0.40093687176704407
9945,0.2754442095756531
10045,0.39500053226947784
10140,0.2773905619978905
10240,0.4329288750886917
10335,0.22830736637115479
10435,0.1724427044391632
10530,0.2114076465368271
10630,0.225068137049675
10725,0.16074374318122864
10825,0.24361398071050644
10920,0.2316916361451149
11020,0.17713810503482819
11115,0.18011923506855965
11215,0.20900677144527435
11310,0.15040548145771027
11410,0.17404357343912125
11505,0.18435801565647125
11605,0.18659720569849014
11700,0.20358721911907196
11800,0.2724328339099884
11895,0.17846594750881195
11995,0.18826131522655487
12090,0.15840040147304535
12190,0.2115713506937027
12285,0.14689111709594727
12385,0.2632530927658081
12480,0.12519671395421028
12580,0.16487772017717361
12675,0.12660375982522964
12775,0.1688898503780365
12870,0.16620058193802834
12970,0.11232003569602966
13065,0.17199381440877914
13165,0.172968290746212
13260,0.07142294570803642
13360,0.13955435901880264
13455,0.08754839934408665
13555,0.13794440403580666
13650,0.24620378762483597
13750,0.23762328922748566
13845,0.17315958440303802
13945,0.18716003745794296
14040,0.08571496978402138
14140,0.15147728100419044
14235,0.10957461968064308
14335,0.18136753886938095
14430,0.17645300924777985
14530,0.14561983197927475
14625,0.14583922177553177
14725,0.144089013338089
14820,0.10163885354995728
14920,0.12043358758091927
15015,0.08748938143253326
15115,0.15424799174070358
15210,0.0895611047744751
15310,0.13835236430168152
15405,0.05231777112931013
15505,0.07907960191369057
15600,0.15722348541021347
15700,0.1916866898536682
15795,0.15418140217661858
15895,0.10762055777013302
15990,0.12305018305778503
16090,0.13820258527994156
16185,0.0880490392446518
16285,0.05815659277141094
16380,0.040087662637233734
16480,0.07696653716266155
16575,0.07614372298121452
16675,0.09630356915295124
16770,0.0886077880859375
16870,0.10927248373627663
16965,0.099275853484869
17065,0.09828232228755951
17160,0.051720261573791504
17260,0.11225392669439316
17355,0.0708417072892189
17455,0.07598856836557388
17550,0.09137976169586182
17650,0.19973352551460266
17745,0.060772279277443886
17845,0.054514918476343155
17940,0.07752836123108864
18040,0.10422200337052345
18135,0.12148495391011238
18235,0.09087086841464043
18330,0.06304338201880455
18430,0.04040117282420397
18525,0.07711255177855492
18625,0.0805710218846798
18720,0.051523033529520035
18820,0.03705883026123047
18915,0.11363306641578674
19015,0.103943707421422
19110,0.11876070871949196
19210,0.09955748170614243
19305,0.08769029378890991
19405,0.06360893324017525
19500,0.11166667938232422
19600,0.1389969326555729
19695,0.1327608898282051
19795,0.1108287088572979
19890,0.058249372988939285
19990,0.06327066943049431
20085,0.037461597472429276
20185,0.07951252907514572
20280,0.07484175264835358
20380,0.03409943263977766
20475,0.05344851780682802
20575,0.08948825672268867
20670,0.056049151346087456
20770,0.061795273795723915
20865,0.05258593708276749
20965,0.07433030754327774
21060,0.12386677414178848
21160,0.04131232388317585
21255,0.020823989063501358
21355,0.03721824288368225
21450,0.042772432789206505
21550,0.09551028907299042
21645,0.08033190853893757
21745,0.09566420689225197
21840,0.05644986592233181
21940,0.09490849450230598
22035,0.0374984797090292
22135,0.11829253658652306
22230,0.07858064211905003
22330,0.0810797493904829
22425,0.08075235784053802
22525,0.06665909104049206
22620,0.03692184016108513
22720,0.06752320006489754
22815,0.061597758904099464
22915,0.06540432013571262
23010,0.04807943571358919
23110,0.026558009907603264
23205,0.0594071950763464
23305,0.05515117384493351
23400,0.07137942314147949
23500,0.0901392437517643
23595,0.0797773115336895
23695,0.05666151084005833
23790,0.04265261068940163
23890,0.048573764972388744
23985,0.03389005735516548
24085,0.12162937596440315
24180,0.04141542501747608
24280,0.03715985827147961
24375,0.04014687146991491
24475,0.06433895975351334
24570,0.05808432586491108
24670,0.04741039965301752
24765,0.041918570175766945
24865,0.04446618165820837
24960,0.07197220996022224
25060,0.034077683463692665
25155,0.061113279312849045
25255,0.045108431950211525
25350,0.07254762202501297
25450,0.05456613749265671
25545,0.07904163561761379
25645,0.028298884630203247
25740,0.05084160529077053
25840,0.024388248100876808
25935,0.04943823255598545
26035,0.03634084016084671
26130,0.039682041853666306
26230,0.08186803013086319
26325,0.032938841730356216
26425,0.0426564821973443
26520,0.058156289625912905
26620,0.07560150139033794
26715,0.02972238790243864
26815,0.030439110938459635
26910,0.045603273436427116
27010,0.04092348972335458
27105,0.016775640193372965
27205,0.04057835973799229
27300,0.033825336024165154
27400,0.04525620490312576
27495,0.07275783829391003
27595,0.0607159286737442
27690,0.044959892984479666
27790,0.05040950421243906
27885,0.11895951628684998
27985,0.04265260510146618
28080,0.05661858804523945
28180,0.06040926557034254
28275,0.09681684896349907
28375,0.04849235154688358
28470,0.03643852286040783
28570,0.05818875692784786
28665,0.03992620017379522
28765,0.06719042360782623
28860,0.03701713215559721
28960,0.041891228407621384
29055,0.08577374368906021
29155,0.07157563045620918
29250,0.07496512867510319
29350,0.03941178694367409
29445,0.06394174508750439
29545,0.035593817476183176
29640,0.05111666023731232
29740,0.07617649994790554
29835,0.04634472052566707
29935,0.10548591613769531
30030,0.018449225462973118
30130,0.04645155183970928
30225,0.02933888789266348
30325,0.04538719216361642
30420,0.05705066304653883
30520,0.017786181066185236
30615,0.054297955706715584
30715,0.01995929889380932
30810,0.06835489347577095
30910,0.06203312613070011
31005,0.047946822829544544
31105,0.017914964351803064
31200,0.061578163877129555
31300,0.07923458702862263
31395,0.0872899740934372
31495,0.12419671937823296
31590,0.035390181466937065
31690,0.029934979509562254
31785,0.05993408430367708
31885,0.05894538015127182
31980,0.06414654292166233
32080,0.06971701420843601
32175,0.04641083814203739
32275,0.046388646587729454
32370,0.040714286267757416
32470,0.08866263926029205
32565,0.04096798412501812
32665,0.02644825167953968
32760,0.05600462667644024
32860,0.018838588148355484
32955,0.03414581157267094
33055,0.10980234574526548
33150,0.11245110630989075
33250,0.07794856280088425
33345,0.043667531572282314
33445,0.041590163484215736
33540,0.03705848008394241
33640,0.026995298452675343
33735,0.051183704286813736
33835,0.067405691370368
33930,0.02689423505216837
34030,0.037668673787266016
34125,0.07797715999186039
34225,0.032169914804399014
34320,0.03107135184109211
34420,0.03621380031108856
34515,0.03069322183728218
34615,0.02502195816487074
34710,0.02179102343507111
34810,0.010698755038902164
34905,0.03500024415552616
35005,0.028320448473095894
35100,0.03932510782033205
35200,0.05531671643257141
35295,0.05468100123107433
35395,0.08579841256141663
35490,0.03087756596505642
35590,0.027662153355777264
35685,0.0441813450306654
35785,0.04774219635874033
35880,0.017565819434821606
35980,0.042243508622050285
36075,0.01650907751172781
36175,0.009356237249448895
36270,0.04149468196555972
36370,0.03961456101387739
36465,0.06099219433963299
36565,0.044985195621848106
36660,0.06292231194674969
36760,0.023620326071977615
36855,0.029193744994699955
36955,0.027458997443318367
37050,0.08066027797758579
37150,0.0388666782528162
37245,0.07086080312728882
37345,0.02806038875132799
37440,0.04223278816789389
37540,0.014321890193969011
37635,0.05248112045228481
37735,0.06176266446709633
37830,0.008001242531463504
37930,0.04250162187963724
38025,0.03698064014315605
38125,0.03390808403491974
38220,0.007594249676913023
38320,0.030729662626981735
38415,0.024631880689412355
38515,0.044287743512541056
38610,0.013500149361789227
38710,0.06491733528673649
38805,0.06528536044061184
38905,0.06587499007582664
39000,0.014735491946339607
39100,0.03564549097791314
39195,0.021983972284942865
39295,0.025311782024800777
39390,0.03625859506428242
39490,0.06054212525486946
39585,0.042467973195016384
