Round,Accuracy
1,19.49
2,40.97
3,53.03
4,58.62
5,60.01
6,61.36
7,61.94
8,62.83
9,63.82
10,62.61
11,63.09
12,64.7
13,64.47
14,63.98
15,64.97
16,64.91
17,64.97
18,64.24
19,65.72
20,65.36
21,65.8
22,65.96
23,65.06
24,66.33
25,66.08
