Round,Accuracy
1,12.68
2,22.13
3,26.74
4,30.53
5,34.03
6,33.4
7,36.15
8,38.17
9,39.41
10,39.96
11,40.46
12,43.92
13,42.24
14,43.46
15,44.01
16,44.67
17,45.4
18,45.8
19,48.54
20,43.24
21,49.93
22,49.31
23,50.07
24,49.45
25,49.87
