Round,Accuracy
1,17.06
2,30.1
3,32.76
4,34.85
5,40.89
6,44.2
7,45.55
8,45.78
9,47.16
10,47.03
11,48.38
12,49.51
13,45.69
14,50.62
15,49.48
16,49.44
17,48.92
18,48.69
19,51.73
20,50.02
21,49.9
22,51.57
23,51.7
24,50.8
25,51.05
