Round,Accuracy
1,22.6
2,56.52
3,60.6
4,64.65
5,66.61
6,66.24
7,67.53
8,68.65
9,68.44
10,69.06
11,69.41
12,69.22
13,69.29
14,69.25
15,70.29
16,70.04
17,70.38
18,70.12
19,70.64
20,70.17
21,71.18
22,70.66
23,71.05
24,71.32
25,71.52
