Round,Accuracy
1,16.41
2,47.45
3,55.3
4,59.62
5,58.61
6,60.82
7,58.98
8,61.87
9,62.99
10,60.62
11,61.81
12,62.96
13,64.55
14,65.24
15,64.96
16,63.56
17,64.42
18,63.82
19,65.56
20,63.08
21,64.23
22,65.07
23,65.63
24,64.8
25,65.64
