iteration,loss,proto loss,total loss
0,2.3359512090682983
100,1.4816977977752686
200,1.221034824848175,1.1871255040168762,1.1872611045837402
300,1.311663031578064,1.1834803223609924,1.1839930415153503
390,1.189296007156372,1.063881129026413,1.0648844242095947
490,1.1266996264457703,1.115136742591858,1.1152292490005493
590,0.9327585697174072,0.8272903263568878,0.8281340301036835
690,1.1109634637832642,1.111276239156723,1.1112737357616425
780,0.9194331169128418,0.8901924192905426,0.8905433118343353
880,0.823914647102356,0.7434716820716858,0.7444369792938232
980,0.7893403470516205,0.7166785001754761,0.7175504118204117
1080,0.8373649716377258,0.7747376263141632,0.7754891216754913
1170,0.8198924958705902,0.7257564067840576,0.7272625863552094
1270,0.8997108340263367,0.8915407657623291,0.8916715085506439
1370,0.6493320167064667,0.601791501045227,0.6025521755218506
1470,0.8188828527927399,0.7712593078613281,0.7720212936401367
1560,0.7530097961425781,0.6966609358787537,0.6977879106998444
1660,0.6352540552616119,0.6060356199741364,0.6066200137138367
1760,0.6499814391136169,0.5992689430713654,0.6002832353115082
1860,0.7190402448177338,0.6604230999946594,0.6615954488515854
1950,3.3428311347961426,3.6583017110824585,3.6507304906845093
2050,1.0098881721496582,0.9428951740264893,0.9445030093193054
2150,0.9892190098762512,0.9595599174499512,0.9602717459201813
2250,0.9829011559486389,0.9912057518959045,0.9910064339637756
2340,0.6697914302349091,0.6539068222045898,0.6543515622615814
2440,0.7579986155033112,0.7462731003761292,0.746601402759552
2540,0.8204908668994904,0.7968274056911469,0.7974899709224701
2640,0.6318255066871643,0.616769552230835,0.6171911209821701
2730,0.5488451570272446,0.5166846066713333,0.5177137404680252
2830,0.7143563032150269,0.7120978832244873,0.7121701240539551
2930,0.6344013810157776,0.6288184821605682,0.6289971470832825
3030,0.6250120848417282,0.6266799122095108,0.6266265511512756
3120,0.5845178961753845,0.5709230303764343,0.5714124441146851
3220,0.5297283083200455,0.507956400513649,0.508740171790123
3320,0.6251892447471619,0.5937465727329254,0.5948784947395325
3420,0.5713203549385071,0.5594950020313263,0.5599206984043121
3510,0.5059560835361481,0.48607589304447174,0.4868710786104202
3610,0.5391029119491577,0.5216196924448013,0.5223190188407898
3710,0.48051130771636963,0.4769204705953598,0.4770640730857849
3810,0.5233740955591202,0.5112343579530716,0.5117199122905731
3900,4.9359118938446045,5.001032114028931,4.998166561126709
4000,0.6140338480472565,0.6115979254245758,0.6117050647735596
4100,0.6552168726921082,0.6528078317642212,0.6529138088226318
4200,0.6906586289405823,0.6799400746822357,0.6804116666316986
4290,0.5797768235206604,0.5518952906131744,0.5532335937023163
4390,0.4993286579847336,0.49535906314849854,0.49554961919784546
4490,0.6423622667789459,0.623657613992691,0.6245554089546204
4590,0.64846271276474,0.6244233548641205,0.625577300786972
4680,0.48367439210414886,0.47037653625011444,0.47106802463531494
4780,0.648870438337326,0.6508572995662689,0.6507540047168732
4880,0.44785599410533905,0.42240989208221436,0.42373310029506683
4980,0.47616560757160187,0.4764133542776108,0.4764004945755005
5070,0.5204106122255325,0.515364482998848,0.5156470984220505
5170,0.33561862260103226,0.32435252517461777,0.3249834328889847
5270,0.4338863044977188,0.4340507984161377,0.4340415894985199
5370,0.5419435501098633,0.5142841637134552,0.5158331096172333
5460,0.4320928752422333,0.4136844873428345,0.41478899121284485
5560,0.3461974859237671,0.34549248218536377,0.3455347716808319
5660,0.3699988126754761,0.35340192914009094,0.3543977439403534
5760,0.42814627289772034,0.4086315184831619,0.4098024219274521
5850,2.207641124725342,2.185632050037384,2.1870405673980713
5950,0.656897634267807,0.6298285871744156,0.6315610110759735
6050,0.4087362587451935,0.41081226617097855,0.4106794148683548
6150,0.6111671924591064,0.5846522301435471,0.5863491743803024
6240,0.4676793962717056,0.4574132263660431,0.45811131596565247
6340,0.5159410238265991,0.49250128865242004,0.49409517645835876
6440,0.5330515205860138,0.5155410766601562,0.5167317688465118
6540,0.4521256536245346,0.45859749615192413,0.45815740525722504
6630,0.3685091659426689,0.35663899779319763,0.35749363899230957
6730,0.32914312928915024,0.3107156828045845,0.3120424598455429
6830,0.48806703090667725,0.47424353659152985,0.4752388149499893
6930,0.5011444985866547,0.49191318452358246,0.49257780611515045
7020,0.3452586680650711,0.34158100187778473,0.34186050295829773
7120,0.3982575014233589,0.38822975009679794,0.3889918774366379
7220,0.36673949658870697,0.34298497438430786,0.3447903245687485
7320,0.3296457305550575,0.33375684916973114,0.33344440907239914
7410,0.2979237139225006,0.29105186462402344,0.29160161316394806
7510,0.31846215575933456,0.3106462433934212,0.3112715184688568
7610,0.37482209503650665,0.3684060573577881,0.36891934275627136
7710,0.34124715626239777,0.3159347027540207,0.3179597109556198
7800,1.2489652037620544,1.3254812359809875,1.3190538883209229
7900,0.3284446746110916,0.3127611130475998,0.31407852470874786
8000,0.5817616283893585,0.5712364912033081,0.5721206068992615
8100,0.36134715378284454,0.33253858983516693,0.3349585086107254
8190,0.2637656182050705,0.24983708560466766,0.2510627880692482
8290,0.5790285915136337,0.5688626617193222,0.569757267832756
8390,0.4296461194753647,0.4217436611652374,0.4224390685558319
8490,0.3444853127002716,0.3441440463066101,0.3441740721464157
8580,0.21855676919221878,0.22038746625185013,0.22021903097629547
8680,0.32527682185173035,0.30629920959472656,0.3080451637506485
8780,0.36379891633987427,0.3637007176876068,0.3637097477912903
8880,0.35496918112039566,0.3391750454902649,0.34062809497117996
8970,0.30180224776268005,0.2840749993920326,0.2857768163084984
9070,0.3842506855726242,0.377197265625,0.37787438929080963
9170,0.31112952530384064,0.3103066012263298,0.310385599732399
9270,0.4347131550312042,0.41989339888095856,0.42131610214710236
9360,0.3083203658461571,0.2824334502220154,0.2850221320986748
9460,0.26882489025592804,0.26033056154847145,0.26117999106645584
9560,0.36579523980617523,0.35523854941129684,0.3562942072749138
9660,0.22885221987962723,0.22657278180122375,0.22680071741342545
9750,1.4240079522132874,1.4566933512687683,1.4532941579818726
9850,0.42941904067993164,0.40367140620946884,0.40634918957948685
9950,0.5384102165699005,0.5160227417945862,0.5183510780334473
10050,0.29971709847450256,0.29175175726413727,0.29258017241954803
10140,0.37177014350891113,0.3940928131341934,0.3916819840669632
10240,0.27591755986213684,0.26750437915325165,0.2684130072593689
10340,0.2394254207611084,0.2374642714858055,0.23767608404159546
10440,0.20896641165018082,0.2087169922888279,0.20874392986297607
10530,0.19899630919098854,0.19881358370184898,0.19883405789732933
10630,0.22945518791675568,0.24003829061985016,0.23885298520326614
10730,0.17337334156036377,0.1640705205500126,0.1651124507188797
10830,0.19590506702661514,0.1870117336511612,0.18800778687000275
10920,0.2644870802760124,0.24126367270946503,0.24395760148763657
11020,0.3125721961259842,0.3014383539557457,0.30272987484931946
11120,0.2377443015575409,0.24338579922914505,0.24273138493299484
11220,0.22168269008398056,0.21623528748750687,0.21686718612909317
11310,0.2152080126106739,0.20577006042003632,0.20690260455012321
11410,0.2098146378993988,0.1980888918042183,0.19949597865343094
11510,0.2885831408202648,0.2920248210430145,0.29161182045936584
11610,0.26445072889328003,0.2539786845445633,0.25523532927036285
11700,1.3779298067092896,1.4826976656913757,1.469706416130066
11800,0.24778484553098679,0.25167255848646164,0.2511904835700989
11900,0.26569560915231705,0.2530340403318405,0.2546040713787079
12000,0.48082028329372406,0.4857293963432312,0.48512063920497894
12090,0.229255810379982,0.22752533107995987,0.22774682193994522
12190,0.18097185343503952,0.17523231357336044,0.17596697062253952
12290,0.20757998153567314,0.19091154634952545,0.19304509460926056
12390,0.2248869612812996,0.21988090872764587,0.22052168101072311
12480,0.14796122908592224,0.14697739481925964,0.14710725098848343
12580,0.2314262017607689,0.22539294511079788,0.22618933022022247
12680,0.19495777040719986,0.18778667598962784,0.18873325735330582
12780,0.21728695929050446,0.20609699934720993,0.20757406949996948
12870,0.17486466467380524,0.1710234060883522,0.1715458184480667
12970,0.1902090609073639,0.18015777319669724,0.18152476102113724
13070,0.14939728379249573,0.13885459303855896,0.14028840884566307
13170,0.25451676547527313,0.2344680279493332,0.23719466477632523
13260,0.21890804171562195,0.22408661246299744,0.22336162626743317
13360,0.19875875860452652,0.18815739452838898,0.1896415874361992
13460,0.2498525306582451,0.24969051778316498,0.24971318989992142
13560,0.22953398525714874,0.22563960403203964,0.22618481516838074
13650,2.3496075868606567,2.318873941898346,2.323299527168274
13750,0.4038151949644089,0.4089496433734894,0.40821027755737305
13850,0.2928236648440361,0.29060059785842896,0.2909207195043564
13950,0.29047882556915283,0.2811416983604431,0.2824862450361252
14040,0.18359754979610443,0.18268626928329468,0.1828211396932602
14140,0.2166222482919693,0.20995339378714561,0.210940383374691
14240,0.20546821504831314,0.1910448968410492,0.19317955523729324
14340,0.19872529432177544,0.20441466197371483,0.20357263460755348
14430,0.08929808810353279,0.08145993761718273,0.08265133202075958
14530,0.2873156815767288,0.28302810713648796,0.2836798094213009
14630,0.13720744848251343,0.12397554516792297,0.12598679214715958
14730,0.17924293503165245,0.163386519998312,0.1657966896891594
14820,0.1330379880964756,0.12374658137559891,0.12519604340195656
14920,0.20757854729890823,0.20858318358659744,0.20842646062374115
15020,0.22513046115636826,0.22266847640275955,0.22305255383253098
15120,0.19095922261476517,0.18674026429653168,0.18739842623472214
15210,0.15821653604507446,0.13816522806882858,0.1413734331727028
15310,0.10910684801638126,0.10465728305280209,0.1053692102432251
15410,0.18271781504154205,0.17734016478061676,0.1782005876302719
15510,0.2607175409793854,0.24068739265203476,0.24389220029115677
15600,1.3023577332496643,1.37645024061203,1.3642991185188293
15700,0.23067684471607208,0.23175883293151855,0.23158138990402222
15800,0.2717256024479866,0.2742004171013832,0.2737945467233658
