Epoch,Loss
1,2.038609423392858,2.036243337851304
2,1.6420020439685918,1.6444810054241084
3,1.4880393474529952,1.4945494297223214
4,1.3868257510356414,1.39796042014391
5,1.3096393340673202,1.317377746410859
6,1.2309261673536056,1.241869370142619
7,1.176083444020687,1.1903593417925713
8,1.1076247514822544,1.1296976398199032
9,1.0596871696985686,1.0850774982036688
10,1.01439308600548,1.0425766960168497
11,1.7668016659907806,1.7519767449452326
12,1.4720625217144305,1.4636456917493772
13,1.3260362594555586,1.3269240360993606
14,1.228561715590648,1.220995273345556
15,1.1569262553484012,1.1356301264885145
16,1.0795215035096193,1.0679386566846798
17,1.0349713001495753,1.014456568008814
18,0.9904536146384019,0.9622871814629971
19,0.9314836349242773,0.9077107472297473
20,0.898751126191555,0.8651177155665862
21,1.3122196649893736,1.3147719899813335
22,1.1304486503967872,1.1267296708547152
23,1.0320379006556974,1.0333869493924654
24,0.9591323635517023,0.9552461590522375
25,0.9015725860228905,0.8959382219192309
26,0.8442281747475648,0.8361861892235585
27,0.7922464425747211,0.7946057613079365
28,0.751549890713814,0.7443427532147139
29,0.7141136537759732,0.7079339522581835
30,0.6807994703451793,0.6707952471879812
31,0.9182710522260421,0.9181682363534585
32,0.7878966762469365,0.7858379547412578
33,0.7084749114819062,0.7092363478281559
34,0.6617863869055723,0.6650611159129021
35,0.6260218093028436,0.6113613903522491
36,0.5903586713167337,0.5835304782940791
37,0.5584509213765462,0.5492718699650887
38,0.5202024449140598,0.5179946137544437
39,0.4919588681979057,0.48415020719552654
40,0.4555210056213232,0.4611671955157549
41,0.710862683944213,0.7087161369812794
42,0.5723728887545757,0.5704675374886928
43,0.5045554905365675,0.5070838171702164
44,0.4705789686777653,0.466232686317884
45,0.4413062936984576,0.4357159815537624
46,0.4130989477420465,0.41654969316262463
47,0.3776195627756608,0.37595522976838625
48,0.36356974251759355,0.36121969047265173
49,0.34032796705380464,0.3386566713070258
50,0.33938523756387906,0.3159973974411304
51,0.5711166617197868,0.5577383313423548
52,0.4019907697653159,0.4022869278223087
53,0.3703822125227023,0.3615314074815848
54,0.32862877272642577,0.3345908369773474
55,0.31161699707691487,0.31064218290341206
56,0.2850416043630013,0.27486734550732833
57,0.2734758510039403,0.264320221161231
58,0.2634352575127895,0.24592114751919722
59,0.2409905180335045,0.23152180917752094
60,0.21875711946915358,0.2248768991766832
61,0.4715257297723721,0.46357040619238826
62,0.2996178503601979,0.3091344397037457
63,0.2708063908876517,0.2606070943367787
64,0.24836430213390254,0.2415220191463446
65,0.22622799888635292,0.22409850729581637
66,0.21922678913061436,0.2084075269026634
67,0.20369126206407182,0.19932665523046103
68,0.1713298627963433,0.18747891157101362
69,0.17314962710325535,0.1874851578130172
70,0.17601578992146713,0.15700269116040988
71,0.370799781420292,0.376605750200076
72,0.2270295242086435,0.22065716332350022
73,0.20673762548428315,0.20823743496185693
74,0.18682302452432803,0.1827719852901422
75,0.18247755211897385,0.17102388594395074
76,0.17403629745046298,0.15702969699333877
77,0.1496964242022771,0.1570450882690075
78,0.15027470447314092,0.14681519906108195
79,0.14716940308228518,0.13240530487054433
80,0.1291645620782406,0.12476884111379966
81,0.31437090329634837,0.3095944282336113
82,0.1719609271066311,0.18264747122541453
83,0.16445382071229128,0.15406315934199552
84,0.14459499552463873,0.15494940296197549
85,0.14442099057711089,0.13464781066928155
86,0.13580245450139045,0.13722261081521328
87,0.12422491967295989,0.1250735203234049
88,0.1240266575740698,0.10916648652309026
89,0.11541375103287208,0.11340208628620857
90,0.10389499095961069,0.10462632013054994
91,0.26254272835376935,0.25765099300023836
92,0.13730828486956081,0.1467199690831013
93,0.13299412194352883,0.13436349832858796
94,0.12753205043383134,0.12588459153970083
95,0.1166370670669354,0.11334789985647568
96,0.10744371643433204,0.11130972994634739
97,0.10303124556174645,0.11224868330053794
98,0.08933052632671136,0.08609082101820371
