Round,Accuracy
1,13.75
2,29.11
3,46.65
4,47.23
5,55.55
6,51.71
7,58.1
8,52.74
9,58.6
10,54.31
11,59.88
12,57.62
13,60.72
14,58.63
15,60.12
16,56.9
17,61.09
18,59.46
19,61.17
20,58.53
21,61.37
22,60.52
23,62.19
24,60.58
25,62.36
