Round,Accuracy
1,14.14
2,42.96
3,62.37
4,66.14
5,67.48
6,68.9
7,69.39
8,70.38
9,70.04
10,70.63
11,70.69
12,70.97
13,70.77
14,70.95
15,71.56
16,71.55
17,71.9
18,71.41
19,71.64
20,71.49
21,71.4
22,71.76
23,71.49
24,71.83
25,72.0
