Round,Accuracy
1,12.34
2,33.61
3,51.24
4,59.23
5,59.82
6,62.83
7,63.83
8,64.7
9,65.71
10,66.4
11,66.4
12,67.13
13,66.3
14,67.03
15,66.43
16,67.09
17,67.88
18,67.37
19,67.39
20,67.55
21,67.97
22,68.34
23,68.17
24,68.39
25,68.88
