Round,Accuracy
1,14.33
2,29.81
3,34.21
4,30.0
5,36.2
6,31.13
7,37.26
8,33.79
9,37.94
10,33.99
11,38.05
12,34.74
13,39.29
14,35.73
15,40.1
16,36.43
17,40.31
18,35.76
19,40.31
20,36.07
21,42.19
22,37.51
23,40.95
24,35.87
25,40.5
26,37.3
27,42.44
28,37.91
29,41.0
30,35.99
31,40.81
32,35.96
33,41.26
34,38.12
35,42.63
36,37.02
37,41.07
38,36.47
39,41.02
40,36.94
41,42.2
42,39.86
43,42.37
44,36.75
45,41.0
46,36.52
47,41.58
48,40.05
49,43.91
50,39.5
