Round,Average_Accuracy,Client1,Client2
1,42.07,36.67,47.47
2,43.425,38.74,48.11
3,43.475,39.24,47.71
4,44.7,40.02,49.38
5,43.53,39.12,47.94
6,44.94,39.39,50.49
7,45.114999999999995,40.089999999999996,50.13999999999999
8,44.655,40.129999999999995,49.18
9,45.769999999999996,40.410000000000004,51.129999999999995
10,44.879999999999995,40.33,49.43
11,45.934999999999995,39.739999999999995,52.129999999999995
12,45.72,40.92,50.519999999999996
13,45.045,40.28,49.81
14,46.22,40.17,52.27
15,46.125,40.660000000000004,51.59
16,46.11,41.43,50.79
17,47.275000000000006,41.620000000000005,52.93
18,46.03999999999999,41.43,50.64999999999999
19,46.97,41.53,52.410000000000004
20,46.09,40.02,52.16
21,46.495000000000005,40.99,52.0
22,46.815,41.6,52.03
23,47.605000000000004,41.46,53.75
24,47.215,41.29,53.14
25,46.945,40.97,52.92
