Round,Average_Accuracy,Client1,Client2
1,50.31,49.46,51.160000000000004
2,54.095,52.96999999999999,55.22
3,55.44,52.81,58.07
4,56.065,53.64,58.489999999999995
5,55.93000000000001,54.42,57.440000000000005
6,56.845,54.15,59.540000000000006
7,56.335,54.04,58.63
8,56.12,53.65,58.589999999999996
9,56.705,56.06,57.35
10,56.955,55.010000000000005,58.9
11,57.285,55.16,59.41
12,57.155,54.14,60.17
13,57.745000000000005,54.2,61.29
14,57.635000000000005,55.21,60.06
15,57.68000000000001,55.7,59.660000000000004
16,57.114999999999995,55.38999999999999,58.84
17,58.14,55.87,60.41
18,57.49,54.7,60.28
19,57.235,55.43,59.040000000000006
20,58.0,56.220000000000006,59.78
21,58.325,56.21000000000001,60.440000000000005
22,57.64,55.65,59.63
23,58.575,55.989999999999995,61.160000000000004
24,56.58500000000001,56.06,57.11000000000001
25,58.17,55.589999999999996,60.75000000000001
