Epoch,Loss
1,4.512845109059261
2,4.147697746448028
3,3.8512987210200382
4,3.6099507802572006
5,3.392616939544678
6,3.5930455959760224
7,3.2796103147359994
8,3.134824453867399
9,3.0150766433813634
10,2.914146241774926
11,3.11578499353849
12,2.913221841592055
13,2.8049047311147053
14,2.7127062620260776
15,2.6280864843955407
16,2.7596137364705404
17,2.5887140469673353
18,2.499288261242402
19,2.4298486006565585
20,2.359707729327373
21,2.493072547056736
22,2.328899675149184
23,2.249245878366324
24,2.1614713363158398
25,2.1087166058711517
26,2.2539360309258485
27,2.0773870507876078
28,2.0046068301567663
29,1.9426120391258828
30,1.8844780273926565
31,2.0628453795726482
32,1.8703960351454907
33,1.7974827711398784
34,1.7374976048102746
35,1.6879498848548302
36,1.8836384064111955
37,1.678836454794957
38,1.6092785731340067
39,1.556162580771324
40,1.507701235703933
41,1.7254982022138743
42,1.5218879906030802
43,1.4397663448101434
44,1.3879600283427116
45,1.3427904286445715
46,1.5646794583552923
47,1.3457835490886982
48,1.2999555190404257
49,1.2339918584395677
50,1.2150739084451627
51,1.415434542680398
52,1.197922110863221
53,1.144077907005946
54,1.0989461194246244
55,1.072582902510961
56,1.2889586551067156
57,1.0670602703705812
58,1.0123009021465594
59,0.9827852461582575
60,0.944467723216766
61,1.1673984351830604
62,0.9427555606151239
63,0.8956694593796364
64,0.8661349066557028
65,0.8329836071301729
66,1.057207717650976
67,0.8383891269946709
68,0.7930482445619045
69,0.7547689978128824
70,0.7401787997820438
71,0.9558120808540247
72,0.7414297976554969
73,0.6948186518290104
74,0.6656344706431413
75,0.6576952064648652
76,0.8643074967922308
77,0.6476591820136095
78,0.6089475337511454
79,0.5885844459900489
80,0.5794410862983801
81,0.8713979207552396
82,0.5866491085443741
83,0.5411105331320029
84,0.5405103587951415
85,0.5090576752638205
86,0.7411825275573976
87,0.5062900741512959
88,0.5001761939663153
89,0.4752547985086074
90,0.47012279488337344
91,0.6657600574004344
92,0.4645306672041233
93,0.43171659459670386
94,0.42287700787568705
95,0.41688749828399757
96,0.6350318053594002
97,0.4185838820842596
98,0.41038800879166676
99,0.38511642274948266
100,0.37452689607938133
101,0.5693058903400715
102,0.37877544187582457
103,0.3601587169445478
104,0.34933302371929853
105,0.3399618339080077
106,0.5291255603233973
107,0.34509407954338267
108,0.328263422063528
109,0.31661240672453855
110,0.3066051213405071
111,0.5115552630179968
112,0.31570226552012637
113,0.3016552556783725
114,0.29059883386660845
115,0.2778544379923588
116,0.5106207467424564
117,0.29623298696600475
118,0.283116259960792
119,0.2821689031062982
120,0.26253611294504925
121,0.46138887863892775
122,0.2761309824883938
123,0.26361861710365003
124,0.2397927969121016
125,0.2467038442691167
126,0.455175804404112
127,0.2504631753342274
128,0.2265289482779992
129,0.24257587666312855
130,0.2365430294130093
131,0.42454315597812337
132,0.24387975661800457
133,0.21577433869242668
134,0.2149947937291402
135,0.22960531948468624
136,0.3786569114105824
137,0.21752679783564347
138,0.22481533820048358
139,0.2158206718758895
140,0.2118641401999272
141,0.3773381389104403
142,0.20232195704220196
143,0.19183663264490092
144,0.19582232806162955
145,0.20614514268743686
146,0.3545780803148563
147,0.1890672025963282
148,0.18503320999443532
149,0.17986022787980543
150,0.19416277256722633
151,0.37921500857441853
152,0.1793410881016499
153,0.17612613952503756
154,0.18407858398098212
155,0.1784912271377368
156,0.34305488147223606
157,0.18380616018787407
158,0.16922857611416242
159,0.17230062085466508
160,0.17189035436663871
161,0.35158047876678983
162,0.18375345414074568
163,0.1615777487365099
164,0.15128224300077328
165,0.1626666277838059
166,0.2915727311410965
167,0.15779665047541644
168,0.1531100678902406
169,0.15653868991021927
170,0.15956074700523645
171,0.3009970996051263
172,0.1551770302825249
173,0.15247655658958814
174,0.16824982152917448
175,0.1570987909936752
176,0.29136369314331273
177,0.15149291021128494
178,0.14137839172513056
179,0.15080977791968064
180,0.15791523419320583
181,0.3561926974413487
182,0.1517230248126464
183,0.14521439659576385
184,0.14167001977658425
185,0.14701533454159896
186,0.3338174005540518
187,0.1610591568816931
188,0.13985132885475954
189,0.1306320033633174
190,0.14050691503171736
191,0.31105693941697093
192,0.14766939708437676
193,0.13899744350749713
194,0.1409544490277767
195,0.13229984636776723
196,0.2901032168513689
197,0.14528363392903254
198,0.14281007397251252
199,0.13147032814912307
200,0.11969716597635012
201,0.32585015763074926
202,0.14011751866111388
203,0.1219611319164053
204,0.12195681005429763
205,0.13526347655420884
206,0.3155617672090347
207,0.1288248606503774
208,0.1354150615250453
209,0.13345414251089097
210,0.14462891434056638
211,0.2757853110249226
212,0.12781693868530103
213,0.12018546285346532
214,0.12771300795273138
215,0.1205961754067968
216,0.28177721438308556
217,0.13328829704759976
218,0.11024555504704132
219,0.1163165213396916
220,0.12231248498249513
221,0.3121050485624717
222,0.1460016267421918
223,0.12765136124231877
224,0.1202133344199795
225,0.123190673875312
226,0.26605463201800983
227,0.1317769836729918
228,0.11800647317790068
229,0.11325850821553897
230,0.10672717201404082
231,0.28734511760755993
232,0.1249589692419156
233,0.11452996556479962
234,0.1158501979536735
235,0.11523244022272336
236,0.2690092871586482
237,0.1366232122796086
238,0.10910492181682434
239,0.11853266190737485
240,0.12201052710222893
241,0.2757869086204431
242,0.13026487477219256
243,0.11118950579219904
244,0.11365330199209543
245,0.11171237909449981
246,0.2854588690094459
247,0.12886153752796162
248,0.1096694535169846
249,0.12532643050146408
250,0.11214273088635543
