Round,Accuracy
1,16.05
2,37.75
3,44.45
4,48.48
5,50.51
6,51.95
7,50.61
8,49.64
9,51.53
10,54.31
11,54.11
12,52.3
13,54.77
14,52.42
15,53.15
16,50.9
17,53.22
18,56.44
19,55.86
20,56.02
21,55.87
22,57.24
23,56.92
24,54.64
25,60.84
