Round,Accuracy
1,23.67
2,57.14
3,59.42
4,61.33
5,62.17
6,62.84
7,62.18
8,62.74
9,62.78
10,63.02
11,62.82
12,64.02
13,63.86
14,63.77
15,64.12
16,63.71
17,64.35
18,64.26
19,64.25
20,64.11
21,63.89
22,64.28
23,64.28
24,65.48
25,65.23
