Round,Accuracy
1,15.49
2,28.98
3,33.65
4,36.9
5,35.6
6,37.58
7,36.95
8,38.09
9,37.6
10,39.06
11,39.6
12,40.12
13,39.43
14,40.13
15,43.49
16,40.82
17,39.45
18,44.98
19,42.69
20,41.84
21,43.96
22,47.5
23,45.43
24,45.48
25,46.3
