iteration,loss,proto loss,total loss
0,2.3141552209854126
100,2.1204882860183716
200,2.1122623682022095,2.0484222173690796,2.0486775636672974
300,1.8921857476234436,1.8051422834396362,1.8054903745651245
390,1.8900691270828247,1.7361666560173035,1.737397849559784
490,1.6970971822738647,1.6339629888534546,1.6344680190086365
590,1.6797674894332886,1.6220856308937073,1.6225470900535583
690,1.8149073123931885,1.7578240036964417,1.7582806944847107
780,1.6165255904197693,1.5598917603492737,1.560571312904358
880,1.65406996011734,1.6090012192726135,1.6095420122146606
980,1.6298601031303406,1.5781896114349365,1.5788095593452454
1080,1.4390468001365662,1.4008495211601257,1.4013078212738037
1170,1.4462751746177673,1.4203006029129028,1.4207161664962769
1270,1.4645302295684814,1.4100009202957153,1.4108734726905823
1370,1.4563122391700745,1.4570396542549133,1.4570280313491821
1470,1.5366579294204712,1.5297212600708008,1.529832363128662
1560,1.4252892136573792,1.4354050755500793,1.4352027773857117
1660,1.2043286561965942,1.1846831440925598,1.185076117515564
1760,1.3029555082321167,1.2997955083847046,1.2998587489128113
1860,1.335716187953949,1.311583161354065,1.312065839767456
1950,2.4497995376586914,2.399174213409424,2.400389313697815
2050,1.497594952583313,1.5299720764160156,1.5291950702667236
2150,1.5956143736839294,1.571908712387085,1.572477638721466
2250,1.666589081287384,1.607618272304535,1.6090335845947266
2340,1.3859964609146118,1.3860912322998047,1.3860885500907898
2440,1.6437191367149353,1.5915263891220093,1.5929877758026123
2540,1.284041941165924,1.25935959815979,1.2600507140159607
2640,1.4592224955558777,1.42642742395401,1.4273456931114197
2730,1.2310479283332825,1.2395936846733093,1.2393202185630798
2830,1.2885226607322693,1.2296264171600342,1.231511116027832
2930,1.1525883078575134,1.146589756011963,1.1467817425727844
3030,1.2375568151474,1.1931961178779602,1.1946156024932861
3120,1.323397934436798,1.3198263049125671,1.3199548125267029
3220,1.0919283628463745,1.0541945695877075,1.0555529594421387
3320,1.06052827835083,1.1003223061561584,1.098889708518982
3420,1.2776623964309692,1.2215945720672607,1.2236130237579346
3510,1.0469157695770264,1.0454729795455933,1.0455306768417358
3610,1.1139121651649475,1.1144263744354248,1.1144056916236877
3710,1.2449440360069275,1.2356723546981812,1.2360431551933289
3810,1.3124858140945435,1.303032636642456,1.3034107685089111
3900,0.8453834354877472,0.8371580541133881,0.8375199437141418
4000,1.1040039658546448,1.080361247062683,1.081401526927948
4100,1.0247980654239655,1.0319876372814178,1.0316712856292725
4200,1.0661084651947021,1.0489467978477478,1.0497019290924072
4290,0.9480285942554474,0.9408756494522095,0.9412190020084381
4390,0.8751866817474365,0.864026665687561,0.8645623624324799
4490,1.078562080860138,1.0270748138427734,1.0295462608337402
4590,0.8916039168834686,0.8917824625968933,0.8917738795280457
4680,0.87396240234375,0.8887485265731812,0.887979656457901
4780,0.7531791627407074,0.7469422817230225,0.7472666203975677
4880,1.0396795868873596,0.9918357729911804,0.9943237006664276
4980,0.7720723152160645,0.7604933679103851,0.7610955238342285
5070,0.7659518122673035,0.7633233368396759,0.7634705305099487
5170,0.9355805814266205,0.8985649645328522,0.9006378352642059
5270,0.8252904713153839,0.8284763991832733,0.8282979726791382
5370,1.0301848649978638,0.9990688860416412,1.0008113980293274
5460,0.9218084514141083,0.8806043267250061,0.8830765783786774
5560,0.828374981880188,0.8113693296909332,0.8123896420001984
5660,0.8674754798412323,0.8504849672317505,0.8515043556690216
5760,0.8722197115421295,0.8646051287651062,0.8650619983673096
5850,0.6854502856731415,0.7077429592609406,0.7063162326812744
5950,0.6718952655792236,0.6581741869449615,0.659052312374115
6050,0.8536007106304169,0.8193792402744293,0.8215694427490234
6150,0.7248515486717224,0.7343176901340485,0.733711838722229
6240,0.7499286830425262,0.7678022086620331,0.7665868103504181
6340,0.7766803503036499,0.7725749313831329,0.7728540897369385
6440,0.7261219024658203,0.7306297123432159,0.7303231656551361
6540,0.49906085431575775,0.5097667425870895,0.5090387314558029
6630,0.8983064591884613,0.879239410161972,0.8806121945381165
6730,0.7976873815059662,0.6972495019435883,0.7044810056686401
6830,0.758076399564743,0.7702039182186127,0.7693307101726532
6930,1.0680360198020935,1.0415694117546082,1.0434749722480774
7020,0.6999096870422363,0.6884603500366211,0.689330518245697
7120,0.8394427597522736,0.8100669682025909,0.8122995495796204
7220,0.6122356653213501,0.5962070226669312,0.5974251925945282
7320,0.5899387896060944,0.5431067645549774,0.5466659963130951
7410,0.4844185411930084,0.4803398996591568,0.4806661903858185
7510,0.5295217335224152,0.5402495861053467,0.5393913686275482
7610,0.665115475654602,0.6398209035396576,0.6418444812297821
7710,0.6452389061450958,0.6338436603546143,0.6347552835941315
7800,0.39153164625167847,0.3920463025569916,0.39200305938720703
7900,0.48394057154655457,0.49055910110473633,0.49000313878059387
8000,0.6348184645175934,0.5885325074195862,0.5924204885959625
8100,0.6269917488098145,0.5874933898448944,0.5908112525939941
8190,0.3971947729587555,0.40244239568710327,0.40198059380054474
8290,0.7873923778533936,0.7936255633831024,0.7930770516395569
8390,0.8480067849159241,0.8468484282493591,0.8469503819942474
8490,0.6420823037624359,0.6284682154655457,0.6296662390232086
8580,0.49485693871974945,0.47877998650074005,0.480259045958519
8680,0.6501622498035431,0.6143066585063934,0.6176053881645203
8780,0.5553317070007324,0.5444750189781189,0.5454738438129425
8880,0.5098676085472107,0.49622638523578644,0.4974813610315323
8970,0.46720510721206665,0.44731658697128296,0.44922588765621185
9070,0.5412755608558655,0.5245490223169327,0.5261547565460205
9170,0.815520852804184,0.8014880418777466,0.8028351962566376
9270,0.4701939970254898,0.46908916532993317,0.4691952168941498
9360,0.3495810329914093,0.33302395045757294,0.33467964828014374
9460,0.4221642315387726,0.4268709123134613,0.42640022933483124
9560,0.46746186912059784,0.46187666058540344,0.46243517100811005
9660,0.3949227035045624,0.40847058594226837,0.40711578726768494
9750,0.30832161009311676,0.3141734451055527,0.31356486678123474
9850,0.4355187863111496,0.4309071898460388,0.4313868135213852
9950,0.5417436063289642,0.4732082635164261,0.48033595085144043
10050,0.4529826492071152,0.4378517121076584,0.4394253343343735
10140,0.34988223016262054,0.3335203677415848,0.3352874666452408
10240,0.3167868107557297,0.31675827503204346,0.3167613595724106
10340,0.4633565992116928,0.4564479887485504,0.45719413459300995
10440,0.5660785138607025,0.5624701976776123,0.5628598928451538
10530,0.32794293761253357,0.32989048957824707,0.3296723812818527
10630,0.35532763600349426,0.36548295617103577,0.36434556543827057
10730,0.41663527488708496,0.4186294674873352,0.4184061139822006
10830,0.31553521752357483,0.30437274277210236,0.3056229501962662
10920,0.2831300348043442,0.2716703712940216,0.27299970388412476
11020,0.29769545793533325,0.2761170268058777,0.2786201238632202
11120,0.5611035525798798,0.5263411700725555,0.5303736180067062
11220,0.40975891053676605,0.4164826273918152,0.4157026708126068
11310,0.3545629233121872,0.3470485359430313,0.3479502648115158
11410,0.20696382969617844,0.19191386550664902,0.19371985644102097
11510,0.20943519473075867,0.25661859661340714,0.25095658004283905
11610,0.39381517469882965,0.39299845695495605,0.393096461892128
11700,0.3517286032438278,0.32911887764930725,0.3319224715232849
11800,0.43265609443187714,0.4133870601654053,0.41577640175819397
11900,0.3031263202428818,0.30401110649108887,0.3039013743400574
12000,0.6287608742713928,0.5857215225696564,0.5910583734512329
12090,0.31181269884109497,0.3021209239959717,0.3033614605665207
12190,0.24013222754001617,0.222062349319458,0.22437528520822525
12290,0.4064512699842453,0.3838886469602585,0.3867766410112381
12390,0.4840927869081497,0.45405198633670807,0.45789721608161926
12480,0.23371409624814987,0.22014959156513214,0.22194009274244308
12580,0.20616420358419418,0.1938420683145523,0.19546857476234436
12680,0.4565330743789673,0.4334299713373184,0.4364795684814453
12780,0.23205601423978806,0.2258206382393837,0.22664369642734528
12870,0.20374224334955215,0.20817598700523376,0.20757299661636353
12970,0.38463664054870605,0.3392189294099808,0.3453957587480545
13070,0.21362679451704025,0.19294770061969757,0.1957600638270378
13170,0.4254077523946762,0.4065515100955963,0.4091159999370575
13260,0.3008921593427658,0.2744280472397804,0.2781330347061157
13360,0.15026786178350449,0.14176535606384277,0.1429557055234909
13460,0.17974328249692917,0.1758946105837822,0.17643342912197113
13560,0.23838543891906738,0.2111906111240387,0.21499788761138916
13650,0.1021062359213829,0.10863359645009041,0.10769365355372429
13750,0.44131794571876526,0.4211026132106781,0.4240136444568634
13850,0.2417614832520485,0.22883380949497223,0.23069539666175842
13950,0.2297535389661789,0.21929748356342316,0.2208031564950943
14040,0.27607133984565735,0.27428485453128815,0.2745492458343506
14140,0.17199890315532684,0.16571323573589325,0.16664351522922516
14240,0.5133502036333084,0.4869702458381653,0.4908744692802429
14340,0.17723448574543,0.16269142925739288,0.16484380513429642
14430,0.1548750102519989,0.15025023370981216,0.15095319598913193
14530,0.17585214972496033,0.16816479712724686,0.16933327913284302
14630,0.2345644161105156,0.20058614760637283,0.20575084537267685
14730,0.1713230237364769,0.17628248035907745,0.1755286380648613
14820,0.2711114212870598,0.25295472145080566,0.2557871639728546
14920,0.2600453570485115,0.26770419627428055,0.26650940626859665
15020,0.18245436996221542,0.1747656613588333,0.1759651005268097
15120,0.1681114137172699,0.17314763367176056,0.17236196994781494
15210,0.1038641668856144,0.0993831604719162,0.10010011866688728
15310,0.21713393926620483,0.22164921462535858,0.22092676162719727
15410,0.12391635775566101,0.11888091266155243,0.11968658119440079
15510,0.10881573334336281,0.10912046954035759,0.10907170921564102
15600,0.05655293166637421,0.059198372066020966,0.05876452475786209
15700,0.13084197044372559,0.1193351298570633,0.12122225388884544
15800,0.10892058536410332,0.10913761705160141,0.1091020256280899
15900,0.2918105572462082,0.29167453944683075,0.29169686138629913
15990,0.207354836165905,0.20068015158176422,0.20180150121450424
16090,0.6214529573917389,0.6188394129276276,0.6192784905433655
16190,0.380457267165184,0.33049795031547546,0.3388911187648773
16290,0.3268440514802933,0.325669601559639,0.3258669078350067
16380,0.092630784958601,0.09744169190526009,0.09661421924829483
16480,0.10321040078997612,0.09192641451954842,0.09386726096272469
16580,0.2550736367702484,0.23599987477064133,0.239280566573143
16680,0.13301581889390945,0.12775083258748055,0.12865641340613365
16770,0.09376851841807365,0.1023719348013401,0.10085773468017578
16870,0.18897926807403564,0.1796012669801712,0.18125180155038834
16970,0.0844675749540329,0.08343150839209557,0.08361385390162468
17070,0.12848058715462685,0.12325742840766907,0.12417671084403992
17160,0.0448461826890707,0.048413246870040894,0.04777117446064949
17260,0.21881113946437836,0.2091534063220024,0.21089179813861847
17360,0.21888521313667297,0.2128293514251709,0.21391940861940384
17460,0.28121013939380646,0.2600810155272484,0.2638842612504959
17550,0.05368383973836899,0.05489507503807545,0.054672207683324814
17650,0.04772459901869297,0.04929604195058346,0.04900689609348774
17750,0.18759343773126602,0.18029093742370605,0.1816345900297165
17850,0.21536479145288467,0.19960004836320877,0.20250076800584793
17940,0.11169960349798203,0.10193263366818428,0.10376881808042526
18040,0.09854088723659515,0.09371579438447952,0.0946229100227356
18140,0.15294413641095161,0.1507727913558483,0.15118100121617317
18240,0.17002922296524048,0.15623188763856888,0.15882577747106552
18330,0.06728603132069111,0.07364358007907867,0.072422930970788
18430,0.0900049339979887,0.08396766148507595,0.08512682281434536
18530,0.20541518926620483,0.19355198740959167,0.19582972675561905
18630,0.22382806241512299,0.20169464871287346,0.2059442698955536
18720,0.12203984707593918,0.121220663189888,0.12138122692704201
18820,0.021430624648928642,0.020363977178931236,0.02057304047048092
18920,0.174083910882473,0.1530722975730896,0.15719057619571686
19020,0.10899943113327026,0.10313867032527924,0.10428738594055176
19110,0.10452000051736832,0.10936339572072029,0.10839471966028214
19210,0.2465934008359909,0.24437617510557175,0.24481962621212006
19310,0.10051846131682396,0.0938759446144104,0.09520445019006729
19410,0.16532116010785103,0.16030362248420715,0.16130713373422623
19500,0.08946307376027107,0.09450847655534744,0.0934792123734951
19600,0.15614031627774239,0.14811812713742256,0.14975465089082718
19700,0.15509305521845818,0.13940539956092834,0.14260568097233772
19800,0.17890912294387817,0.17014183849096298,0.17193036526441574
19890,0.07903353124856949,0.0781574547290802,0.07833967730402946
19990,0.15383830666542053,0.14844070002436638,0.14956340193748474
20090,0.12699726969003677,0.11770525202155113,0.11963799595832825
20190,0.2572823092341423,0.2537461817264557,0.2544816881418228
20280,0.054639121517539024,0.0642831027507782,0.062238577753305435
20380,0.14058790355920792,0.13906671106815338,0.13938920199871063
20480,0.14360211789608002,0.14221946895122528,0.14251258969306946
20580,0.2747213914990425,0.25081147253513336,0.25588037818670273
20670,0.1518721878528595,0.14203522354364395,0.14416000247001648
20770,0.12739207595586777,0.12983625382184982,0.1293083094060421
20870,0.06837350502610207,0.06373975425958633,0.06474064290523529
20970,0.26406802237033844,0.2718588784337044,0.2701760530471802
21060,0.07570401579141617,0.07349461317062378,0.07398068159818649
21160,0.042844949290156364,0.0403848746791482,0.04092608951032162
21260,0.33250197768211365,0.3092926889657974,0.31439873576164246
21360,0.29700179398059845,0.2795276641845703,0.2833719551563263
