Round,Accuracy
1,22.2
2,61.26
3,65.7
4,67.01
5,67.4
6,67.51
7,68.3
8,68.34
9,69.14
10,69.2
11,70.14
12,69.77
13,69.54
14,69.83
15,70.17
16,70.65
17,70.28
18,70.27
19,70.37
20,70.48
21,70.28
22,70.57
23,70.53
24,70.37
25,70.62
