Round,Accuracy
1,16.96
2,47.98
3,57.21
4,60.25
5,62.49
6,63.24
7,64.29
8,64.51
9,64.88
10,65.48
11,65.31
12,65.08
13,66.14
14,65.28
15,66.85
16,66.76
17,66.82
18,66.96
19,65.57
20,67.42
21,67.99
22,68.24
23,68.18
24,67.67
25,67.72
