Round,Accuracy
1,16.41
2,45.04
3,52.58
4,55.97
5,56.72
6,56.07
7,58.01
8,58.07
9,58.56
10,59.59
11,58.32
12,61.24
13,60.25
14,60.17
15,61.42
16,62.33
17,61.47
18,62.12
19,61.58
20,63.98
21,62.28
22,62.99
23,64.73
24,63.2
25,64.63
