Round,Accuracy
1,20.64
2,56.35
3,63.43
4,65.97
5,67.14
6,68.03
7,67.7
8,67.38
9,68.98
10,68.81
11,69.13
12,69.54
13,69.48
14,69.75
15,70.11
16,70.31
17,70.56
18,70.2
19,70.23
20,70.3
21,70.55
22,70.5
23,70.85
24,70.95
25,70.38
26,70.9
27,70.99
28,70.8
29,70.69
30,70.89
31,70.75
32,71.5
33,70.87
34,70.6
35,71.63
36,70.91
37,71.83
38,71.14
39,71.4
40,71.63
41,71.76
42,71.1
43,71.52
44,72.07
45,71.91
46,72.01
47,71.47
48,72.5
49,71.95
50,72.86
