Round,Accuracy
1,16.42
2,21.51
3,27.68
4,32.99
5,35.12
6,35.84
7,37.76
8,41.32
9,40.44
10,42.42
11,44.29
12,42.18
13,44.4
14,43.64
15,44.24
16,44.3
17,45.93
18,46.09
19,47.11
20,47.2
21,47.64
22,49.77
23,48.66
24,50.57
25,50.2
