Round,Accuracy
1,18.63
2,41.28
3,53.48
4,57.65
5,63.27
6,64.93
7,64.06
8,66.52
9,66.27
10,64.8
11,67.2
12,67.48
13,67.51
14,66.11
15,68.41
16,67.65
17,68.96
18,67.16
19,68.56
20,67.92
21,70.32
22,69.57
23,68.05
24,68.23
25,69.72
