Round,Accuracy
1,20.78
2,36.43
3,46.72
4,50.59
5,53.89
6,51.19
7,57.81
8,58.35
9,56.74
10,58.84
11,59.3
12,59.32
13,61.91
14,61.29
15,60.94
16,60.46
17,62.24
18,62.01
19,62.18
20,59.47
21,61.4
22,61.94
23,62.63
24,64.5
25,63.24
