Round,Accuracy
1,9.66
2,25.39
3,33.48
4,32.8
5,36.21
6,41.4
7,43.4
8,44.94
9,47.01
10,50.59
11,48.02
12,52.58
13,53.01
14,55.13
15,54.69
16,54.42
17,55.62
18,51.46
19,57.51
20,59.0
21,59.25
22,58.63
23,58.45
24,60.93
25,61.43
26,61.61
27,60.97
28,62.13
29,61.77
30,57.76
31,59.89
32,59.96
33,58.06
34,61.84
35,61.28
36,62.75
37,59.42
38,61.05
39,61.7
40,63.23
41,62.63
42,62.7
43,63.61
44,63.44
45,63.85
46,60.9
47,62.2
48,63.68
49,63.39
50,62.8
